990,278,1946,263,1948,339,991,355
549,285,663,285,663,356,549,356
1610,392,1678,391,1700,1818,1633,1819
1083,399,1155,398,1167,1825,1095,1826
1161,392,1240,391,1258,1818,1179,1819
1337,392,1415,391,1437,1825,1359,1826
1425,392,1504,391,1523,1811,1444,1812
1520,399,1590,398,1618,1832,1548,1833
905,399,977,399,977,827,905,827
988,399,1068,398,1081,1832,1000,1833
1250,399,1329,398,1348,1825,1269,1826
720,406,799,405,820,1832,741,1833
619,414,710,411,748,1831,657,1834
546,420,625,420,637,1832,557,1833
1899,442,1958,441,1983,1818,1923,1819
2046,442,2106,441,2126,1540,2066,1541
2192,442,2253,441,2279,1811,2218,1812
1683,449,1740,449,1740,770,1683,770
1752,449,1814,448,1839,1811,1777,1812
1827,449,1888,448,1907,1811,1846,1812
1974,449,2033,448,2056,1818,1996,1819
2122,449,2182,448,2203,1811,2142,1812
2267,449,2325,448,2348,1818,2290,1819
2336,449,2395,448,2419,1811,2360,1812
811,520,889,519,899,1183,821,1184
435,542,506,542,506,1205,435,1205
2062,1555,2121,1552,2134,1818,2075,1821
1900,1840,1977,1839,1996,3266,1919,3267
2081,1840,2156,1839,2166,3195,2091,3195
2256,1840,2332,1839,2344,3259,2269,3259
1545,1847,1620,1845,1633,2288,1559,2291
1634,1847,1711,1846,1727,3280,1650,3281
1724,1847,1801,1846,1814,3266,1737,3267
1817,1854,1888,1853,1899,3273,1828,3274
2169,1847,2244,1846,2257,3273,2182,3274
2346,1854,2411,1853,2426,3252,2361,3252
557,1869,639,1867,664,3280,582,3282
928,1854,1005,1853,1022,3287,945,3288
1287,1861,1354,1860,1372,3280,1305,3281
1458,1854,1536,1853,1549,3280,1472,3281
2004,1861,2061,1861,2061,1954,2004,1954
660,1861,736,1860,751,3280,675,3281
756,1861,835,1860,849,3287,770,3288
1015,1861,1094,1860,1113,3280,1034,3281
1107,1861,1186,1860,1198,3280,1119,3281
1195,1861,1274,1860,1284,3280,1205,3281
1372,1861,1451,1860,1462,3280,1383,3281
842,1868,919,1867,934,3280,857,3281
2002,1968,2074,1968,2082,3273,2011,3273
2503,2253,2553,2253,2553,3266,2503,3266
1554,2368,1627,2367,1640,3273,1568,3274
2111,3209,2153,3209,2153,3266,2111,3266
