1248,235,1918,235,1918,306,1248,306
520,235,649,235,649,306,520,306
962,242,1034,242,1034,306,962,306
1119,256,1162,256,1162,285,1119,285
513,349,584,349,584,1775,513,1775
958,349,1034,349,1026,1783,950,1782
698,363,763,363,763,1783,698,1783
784,356,855,356,855,1782,784,1782
1141,363,1205,363,1205,1012,1141,1012
1319,363,1383,363,1383,1790,1319,1790
1397,356,1469,356,1469,1790,1397,1790
1844,363,1913,363,1904,1783,1835,1782
603,363,678,363,670,1783,595,1782
877,370,941,370,941,1783,877,1783
1226,370,1298,370,1298,1783,1226,1783
1483,363,1561,363,1561,1790,1483,1790
1576,363,1653,363,1645,1783,1568,1782
1759,370,1829,371,1817,1783,1747,1782
1925,363,1996,363,1996,1782,1925,1782
2018,370,2082,370,2082,1790,2018,1790
2103,370,2168,370,2168,1783,2103,1783
2277,377,2349,378,2332,3231,2260,3230
2182,377,2253,377,2253,1790,2182,1790
1668,420,1733,420,1733,1783,1668,1783
2496,413,2560,413,2560,1775,2496,1775
2419,420,2483,420,2474,1761,2411,1761
392,470,463,470,463,1897,392,1897
1048,477,1119,477,1119,1084,1048,1084
2413,1804,2475,1804,2466,3231,2405,3230
2481,1804,2553,1804,2553,3230,2481,3230
513,1818,577,1818,577,2795,513,2795
862,1810,938,1811,926,3245,849,3244
1048,1818,1112,1818,1112,2146,1048,2146
1393,1811,1469,1811,1456,3245,1379,3244
1488,1818,1556,1818,1547,3252,1480,3252
1569,1811,1644,1811,1633,3238,1557,3237
2188,1818,2255,1818,2244,3238,2177,3237
599,1825,670,1825,670,3237,599,3237
698,1825,755,1825,755,1932,698,1932
780,1825,849,1825,840,3238,771,3237
950,1818,1026,1818,1015,3238,939,3237
1312,1825,1376,1825,1376,2182,1312,2182
1647,1818,1725,1818,1725,3252,1647,3252
1918,1818,1989,1818,1989,3245,1918,3245
2015,1825,2085,1825,2075,3245,2005,3244
2100,1825,2169,1825,2160,3238,2092,3237
1750,1832,1819,1833,1811,3245,1743,3244
1831,1825,1906,1825,1897,3245,1822,3244
1212,1932,1289,1932,1281,3238,1204,3237
684,1982,762,1982,753,3245,675,3244
1133,1989,1198,1989,1198,2653,1133,2653
1041,2175,1112,2175,1112,3245,1041,3245
506,2815,580,2817,570,3239,496,3237
