955,256,1027,256,1027,320,955,320
1248,256,1462,256,1462,328,1248,328
1547,256,1911,256,1911,320,1547,320
520,263,641,263,641,320,520,320
820,356,1576,356,1576,2317,820,2317
1652,371,1793,368,1805,1039,1664,1042
2108,378,2173,377,2183,1740,2118,1740
2191,378,2260,377,2270,1797,2201,1797
2489,377,2553,377,2553,1725,2489,1725
591,370,798,370,798,984,591,984
2271,385,2337,384,2351,1804,2285,1804
777,385,855,385,855,791,777,791
2400,392,2464,391,2474,1797,2411,1797
1611,442,1668,442,1668,734,1611,734
1811,449,1904,449,1904,1454,1811,1454
1540,549,1611,549,1611,791,1540,791
506,613,583,612,593,1333,516,1334
1954,670,2054,670,2054,763,1954,763
1961,977,2046,977,2046,1069,1961,1069
1433,1082,1518,1085,1482,2297,1398,2295
606,1091,741,1091,741,1576,606,1576
709,1086,1033,1076,1054,1790,730,1800
1255,1091,1326,1091,1326,1804,1255,1804
1547,1091,1690,1091,1690,1754,1547,1754
1661,1091,1804,1091,1804,1633,1661,1633
1019,1141,1091,1141,1091,1212,1019,1212
1205,1148,1262,1148,1262,1390,1205,1390
1369,1141,1440,1141,1440,1255,1369,1255
1318,1262,1440,1260,1448,1739,1326,1741
1312,1440,1383,1440,1383,1504,1312,1504
1490,1497,1561,1497,1561,1747,1490,1747
877,1811,948,1811,948,2360,877,2360
948,1811,1019,1811,1019,2353,948,2353
1012,1811,1084,1811,1084,2524,1012,2524
1198,1804,1355,1804,1355,2246,1198,2246
1347,1811,1419,1811,1419,2474,1347,2474
1476,1811,1547,1811,1547,2296,1476,2296
1661,1811,1733,1811,1733,2360,1661,2360
1725,1811,1804,1811,1804,2118,1725,2118
1797,1811,1868,1811,1868,2417,1797,2417
2410,1832,2474,1832,2474,3245,2410,3245
612,1818,691,1818,702,2888,623,2889
680,1818,755,1817,763,2360,688,2361
798,1817,899,1819,884,3039,782,3038
1148,1818,1219,1818,1219,2182,1148,2182
1588,1818,1661,1817,1671,2510,1599,2511
2046,1818,2123,1817,2135,2524,2058,2525
2101,1819,2236,1815,2267,2893,2132,2897
2496,1832,2560,1832,2560,3252,2496,3252
2261,1897,2348,1896,2361,2895,2274,2896
1925,1875,1989,1875,1989,1996,1925,1996
763,1882,820,1882,820,2239,763,2239
1983,1883,2052,1882,2065,2524,1995,2525
1547,1882,1604,1882,1604,1939,1547,1939
527,1990,606,1989,614,2709,535,2710
1861,1989,1932,1989,1932,2239,1861,2239
2182,1989,2253,1989,2253,2239,2182,2239
1497,2524,1583,2524,1583,3252,1497,3252
1569,2524,1640,2524,1640,3016,1569,3016
1862,2525,1939,2523,1947,3016,1870,3017
2004,2524,2075,2524,2075,2888,2004,2888
1133,2531,1205,2531,1205,3245,1133,3245
1198,2531,1276,2531,1276,3009,1198,3009
1262,2531,1340,2531,1340,2945,1262,2945
1320,2536,1447,2529,1486,3242,1360,3249
1668,2527,1881,2521,1900,3250,1687,3255
998,2581,1069,2581,1069,3245,998,3245
877,2588,1005,2588,1005,2959,877,2959
1057,2589,1133,2588,1141,3244,1065,3245
1440,2588,1511,2588,1511,2660,1440,2660
1640,2710,1697,2710,1697,2774,1640,2774
2068,2703,2139,2703,2139,2952,2068,2952
691,2802,777,2802,777,3116,691,3116
1939,2852,2011,2852,2011,3188,1939,3188
1626,2881,1697,2881,1697,2952,1626,2952
741,2981,777,2981,777,3052,741,3052
805,3052,870,3052,870,3188,805,3188
684,3102,798,3102,798,3202,684,3202
